# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Jun  6 17:18:26 2015
#
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU])
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN hd_name:        HD Name
# COLUMN pl_name:        Planet Name
# COLUMN pl_masse:       Planet Mass [Earth mass]
# COLUMN pl_rade:        Planet Radius [Earth radii]
# COLUMN st_age:         Stellar Age [Gyr]
#
rowid,pl_orbper,pl_orbsmax,pl_orbeccen,pl_dens,pl_orbincl,st_dist,st_teff,st_mass,st_rad,hd_name,pl_name,pl_masse,pl_rade,st_age
1325,12.24762900,0.105000,,,,,5956.00,0.9700,0.93,,Kepler-349 c,,1.960,
1326,131.45800000,0.603470,0.042000,0.41000,90.760,1645.00,5606.00,0.8877,1.03,,Kepler-35 b,40.36300,8.160,
1327,11.18956200,0.104000,,,,,6186.00,1.0000,1.53,,Kepler-350 b,,1.850,
1328,17.84900000,,,,,,6186.00,1.0000,1.53,,Kepler-350 c,6.10000,3.100,
1329,26.13600000,,,,,,6186.00,1.0000,1.53,,Kepler-350 d,14.90000,2.800,
1330,37.05491900,0.214000,,,,,5643.00,0.8900,0.85,,Kepler-351 b,,3.060,
1331,57.24809000,0.287000,,,,,5643.00,0.8900,0.85,,Kepler-351 c,,3.190,
1332,10.05537000,0.085000,,,,,5212.00,0.7900,0.78,,Kepler-352 b,,0.860,
1333,16.33299500,0.118000,,,,,5212.00,0.7900,0.78,,Kepler-352 c,,1.240,
1334,5.79527800,0.051000,,,,,3903.00,0.5400,0.50,,Kepler-353 b,,0.890,
1335,8.41089400,0.065000,,,,,3903.00,0.5400,0.50,,Kepler-353 c,,1.380,
1336,5.47666000,0.054000,,,,,4648.00,0.6500,0.67,,Kepler-354 b,,1.840,
1337,16.93440200,0.115000,,,,,4648.00,0.6500,0.67,,Kepler-354 c,,1.310,
1338,24.20984200,0.146000,,,,,4648.00,0.6500,0.67,,Kepler-354 d,,1.240,
1339,11.03189000,0.102000,,,,,6184.00,1.0500,1.07,,Kepler-355 b,,1.460,
1340,25.76229400,0.179000,,,,,6184.00,1.0500,1.07,,Kepler-355 c,,2.710,
1341,4.61269600,0.057000,,,,,6133.00,0.9700,1.33,,Kepler-356 b,,1.570,
1342,13.12163200,0.115000,,,,,6133.00,0.9700,1.33,,Kepler-356 c,,1.810,
1343,6.47543400,0.063000,,,,,5036.00,0.7800,0.83,,Kepler-357 b,,1.840,
1344,16.85837000,0.120000,,,,,5036.00,0.7800,0.83,,Kepler-357 c,,2.670,
1345,49.49987500,0.246000,,,,,5036.00,0.7800,0.83,,Kepler-357 d,,3.430,
1346,34.06046700,0.210000,,,,,5908.00,0.9500,0.95,,Kepler-358 b,,2.720,
1347,83.48836900,0.381000,,,,,5908.00,0.9500,0.95,,Kepler-358 c,,2.850,
1348,25.56322200,0.178000,,,,,6248.00,1.0700,1.09,,Kepler-359 b,,3.530,
1349,57.68802000,0.307000,,,,,6248.00,1.0700,1.09,,Kepler-359 c,,4.300,
1350,77.09569100,0.372000,,,,,6248.00,1.0700,1.09,,Kepler-359 d,,4.010,
1351,13.83989000,0.115300,0.039000,7.46000,90.010,470.00,5911.00,1.0710,1.63,,Kepler-36 b,4.45000,1.486,6.800
1352,16.23855000,0.128300,0.033000,0.89000,89.980,470.00,5911.00,1.0710,1.63,,Kepler-36 c,8.08000,3.679,6.800
1353,3.28967200,0.044000,,,,,6053.00,0.9500,1.06,,Kepler-360 b,,1.650,
1354,7.18643400,0.075000,,,,,6053.00,0.9500,1.06,,Kepler-360 c,,2.100,
1355,8.48661600,0.086000,,,,,6169.00,1.0700,1.34,,Kepler-361 b,,1.450,
1356,55.18802300,0.300000,,,,,6169.00,1.0700,1.34,,Kepler-361 c,,2.520,
1357,10.32718600,0.087000,,,,,5788.00,0.7700,0.72,,Kepler-362 b,,0.880,
1358,37.86628100,0.207000,,,,,5788.00,0.7700,0.72,,Kepler-362 c,,1.450,
1359,3.61456800,0.048000,,,,,5593.00,1.2300,1.49,,Kepler-363 b,,1.160,
1360,7.54242700,0.079000,,,,,5593.00,1.2300,1.49,,Kepler-363 c,,1.690,
1361,11.93212500,0.107000,,,,,5593.00,1.2300,1.49,,Kepler-363 d,,2.050,
1362,25.74571800,0.178000,,,,,6108.00,1.2000,1.28,,Kepler-364 b,,1.550,
1363,59.98062700,0.312000,,,,,6108.00,1.2000,1.28,,Kepler-364 c,,2.150,
1364,10.66490300,0.098000,,,,,6012.00,0.9900,1.05,,Kepler-365 b,,2.040,
1365,17.78412900,0.137000,,,,,6012.00,0.9900,1.05,,Kepler-365 c,,1.640,
1366,3.28195900,0.045000,,,,,6209.00,1.0500,1.05,,Kepler-366 b,,1.460,
1367,12.51616000,0.110000,,,,,6209.00,1.0500,1.05,,Kepler-366 c,,1.790,
1368,37.81572400,0.201000,,,,,4710.00,0.7500,0.69,,Kepler-367 b,,1.300,
1369,53.57863700,0.253000,,,,,4710.00,0.7500,0.69,,Kepler-367 c,,1.200,
1370,26.84768000,0.186000,,,,,5502.00,0.7100,2.02,,Kepler-368 b,,3.260,
1371,72.37933400,0.360000,,,,,5502.00,0.7100,2.02,,Kepler-368 c,,3.880,
1372,2.73275600,0.030000,,,,,3591.00,0.5400,0.47,,Kepler-369 b,,1.130,
1373,14.87157200,0.094000,,,,,3591.00,0.5400,0.47,,Kepler-369 c,,1.410,
1374,13.36730800,0.100300,,,88.630,66.00,5417.00,0.8000,0.77,,Kepler-37 b,,0.303,5.660
1375,21.30188600,0.136800,,,89.070,66.00,5417.00,0.8000,0.77,,Kepler-37 c,,0.742,5.660
1376,39.79218700,0.207600,,,89.335,66.00,5417.00,0.8000,0.77,,Kepler-37 d,,1.990,5.660
1377,51.19600000,,,,,66.00,5417.00,0.8000,0.77,,Kepler-37 e,,,5.660
1378,4.57953000,0.054000,,,,,5852.00,0.9400,0.90,,Kepler-370 b,,1.590,
1379,19.02293000,0.140000,,,,,5852.00,0.9400,0.90,,Kepler-370 c,,1.910,
1380,34.76327800,0.200000,,,,,5666.00,0.9400,0.99,,Kepler-371 b,,1.890,
1381,67.96801500,0.313000,,,,,5666.00,0.9400,0.99,,Kepler-371 c,,1.780,
1382,6.84969200,0.075000,,,,,6509.00,1.1500,1.14,,Kepler-372 b,,1.360,
1383,20.05376300,0.154000,,,,,6509.00,1.1500,1.14,,Kepler-372 c,,2.090,
1384,30.09256800,0.201000,,,,,6509.00,1.1500,1.14,,Kepler-372 d,,1.690,
1385,5.53530900,0.060000,,,,,5787.00,0.8700,0.84,,Kepler-373 b,,1.360,
1386,16.72594800,0.126000,,,,,5787.00,0.8700,0.84,,Kepler-373 c,,1.240,
1387,1.89780600,0.029000,,,,,5977.00,0.8400,0.91,,Kepler-374 b,,1.030,
1388,3.28280700,0.042000,,,,,5977.00,0.8400,0.91,,Kepler-374 c,,1.100,
1389,5.02821900,0.056000,,,,,5977.00,0.8400,0.91,,Kepler-374 d,,1.310,
1390,12.12593400,0.101000,,,,,5826.00,0.8900,0.84,,Kepler-375 b,,1.450,
1391,19.98632600,0.141000,,,,,5826.00,0.8900,0.84,,Kepler-375 c,,2.650,
1392,4.92019900,0.057000,,,,,5900.00,1.0500,1.18,,Kepler-376 b,,1.070,
1393,14.17232700,0.115000,,,,,5900.00,1.0500,1.18,,Kepler-376 c,,1.790,
1394,12.50952900,0.109000,,,,,5949.00,0.8800,1.22,,Kepler-377 b,,1.390,
1395,27.01497600,0.182000,,,,,5949.00,0.8800,1.22,,Kepler-377 c,,2.060,
1396,16.09236100,0.112000,,,,,4661.00,0.9600,0.67,,Kepler-378 b,,0.750,
1397,28.90600900,0.166000,,,,,4661.00,0.9600,0.67,,Kepler-378 c,,0.700,
1398,20.09838000,0.152000,,,,,6054.00,1.0800,1.31,,Kepler-379 b,,1.660,
1399,62.78469700,0.326000,,,,,6054.00,1.0800,1.31,,Kepler-379 c,,2.290,
1400,105.59900000,0.463200,0.032000,,89.442,600.00,5623.00,0.9410,1.75,,Kepler-38 b,122.00000,4.300,10.000
1401,3.93082100,0.050000,,,,,6045.00,1.0500,1.22,,Kepler-380 b,,1.190,
1402,7.63000400,0.078000,,,,,6045.00,1.0500,1.22,,Kepler-380 c,,1.270,
1403,5.62902100,0.066000,,,,,6152.00,1.3400,1.57,,Kepler-381 b,,0.990,
1404,13.39163500,0.117000,,,,,6152.00,1.3400,1.57,,Kepler-381 c,,1.120,
1405,5.26215500,0.055000,,,,,5600.00,0.8000,0.94,,Kepler-382 b,,1.320,
1406,12.16270100,0.097000,,,,,5600.00,0.8000,0.94,,Kepler-382 c,,1.590,
1407,12.90453200,0.095000,,,,,4710.00,0.6700,0.67,,Kepler-383 b,,1.320,
1408,31.20075100,0.172000,,,,,4710.00,0.6700,0.67,,Kepler-383 c,,1.240,
1409,22.59705300,0.148000,,,,,5577.00,0.7600,0.88,,Kepler-384 b,,1.120,
1410,45.34826900,0.236000,,,,,5577.00,0.7600,0.88,,Kepler-384 c,,1.130,
1411,10.04368600,0.097000,,,,,6326.00,1.0900,1.13,,Kepler-385 b,,2.730,
1412,15.16316100,0.127000,,,,,6326.00,1.0900,1.13,,Kepler-385 c,,3.040,
1413,12.31043000,0.096000,,,,,5178.00,0.7400,0.77,,Kepler-386 b,,1.390,
1414,25.19345800,0.155000,,,,,5178.00,0.7400,0.77,,Kepler-386 c,,1.580,
1415,6.79163600,0.068000,,,,,5774.00,1.0300,1.05,,Kepler-387 b,,1.030,
1416,11.83754900,0.098000,,,,,5774.00,1.0300,1.05,,Kepler-387 c,,0.890,
1417,3.17331500,0.036000,,,,,4498.00,0.5900,0.59,,Kepler-388 b,,0.810,
1418,13.29700400,0.093000,,,,,4498.00,0.5900,0.59,,Kepler-388 c,,0.860,
1419,3.24410700,0.041000,,,,,5376.00,0.7800,0.79,,Kepler-389 b,,1.510,
1420,14.51143000,0.110000,,,,,5376.00,0.7800,0.79,,Kepler-389 c,,1.460,
1421,21.08721000,0.164000,0.112000,13.00000,89.070,1200.00,6350.00,1.2900,1.40,,Kepler-39 b,6388.10000,13.900,2.100
1422,6.73808800,0.065000,,,,,5166.00,0.6700,0.78,,Kepler-390 b,,0.820,
1423,13.06002200,0.101000,,,,,5166.00,0.6700,0.78,,Kepler-390 c,,0.790,
1424,7.41675500,0.082000,,,,,4940.00,1.2200,3.57,,Kepler-391 b,,3.200,
1425,20.48543500,0.161000,,,,,4940.00,1.2200,3.57,,Kepler-391 c,,3.540,
1426,5.34185300,0.059000,,,,,5938.00,1.1300,1.13,,Kepler-392 b,,1.000,
1427,10.42311800,0.093000,,,,,5938.00,1.1300,1.13,,Kepler-392 c,,1.100,
1428,9.18241700,0.091000,,,,,6189.00,1.3200,1.38,,Kepler-393 b,,1.290,
1429,14.61361200,0.124000,,,,,6189.00,1.3200,1.38,,Kepler-393 c,,1.330,
1430,8.00501300,0.083000,,,,,6402.00,1.1100,1.13,,Kepler-394 b,,1.600,
1431,12.13068600,0.110000,,,,,6402.00,1.1100,1.13,,Kepler-394 c,,1.660,
1432,7.05434600,0.061000,,,,,4262.00,0.5300,0.56,,Kepler-395 b,,1.030,
1433,34.98926200,0.177000,,,,,4262.00,0.5300,0.56,,Kepler-395 c,,1.320,
1434,42.99400000,,,,,,5384.00,0.8500,1.06,,Kepler-396 b,75.50000,3.500,
1435,88.50500000,,,,,,5384.00,0.8500,1.06,,Kepler-396 c,17.90000,5.300,
1436,22.25094900,0.144000,,,,,5307.00,,0.77,,Kepler-397 b,,2.460,
1437,135.49852700,0.480000,,,,,5307.00,,0.77,,Kepler-397 c,,6.180,
1438,4.08142300,0.044000,,,,,4493.00,,0.61,,Kepler-398 b,,0.930,
1439,11.41941200,0.087000,,,,,4493.00,,0.61,,Kepler-398 c,,1.010,
1440,14.42528100,0.103000,,,,,5502.00,,0.68,,Kepler-399 b,,0.960,
1441,26.67569000,0.155000,,,,,5502.00,,0.68,,Kepler-399 c,,1.430,
1442,58.03461600,0.261000,,,,,5502.00,,0.68,,Kepler-399 d,,1.890,
1443,3.21346000,0.045600,0.000000,1.91000,89.760,550.00,5857.00,1.2230,1.49,,Kepler-4 b,24.47200,4.002,4.500
1444,6.87349000,0.080000,0.000000,1.68000,89.700,2700.00,6510.00,1.4800,2.13,,Kepler-40 b,699.20000,13.110,2.800
1445,9.02438900,0.087000,,,,,5886.00,,1.15,,Kepler-400 b,,1.650,
1446,17.34082400,0.134000,,,,,5886.00,,1.15,,Kepler-400 c,,1.490,
1447,14.38303500,0.122000,,,,,6117.00,,1.33,,Kepler-401 b,,1.710,
1448,47.31821800,0.269000,,,,,6117.00,,1.33,,Kepler-401 c,,2.150,
1449,4.02875100,0.051000,,,,,6090.00,,1.26,,Kepler-402 b,,1.220,
1450,6.12482100,0.068000,,,,,6090.00,,1.26,,Kepler-402 c,,1.560,
1451,8.92109900,0.087000,,,,,6090.00,,1.26,,Kepler-402 d,,1.380,
1452,11.24286100,0.102000,,,,,6090.00,,1.26,,Kepler-402 e,,1.460,
1453,7.03146200,0.076000,,,,,6090.00,,1.33,,Kepler-403 b,,1.250,
1454,54.28074900,0.297000,,,,,6090.00,,1.33,,Kepler-403 c,,1.750,
1455,11.82985100,0.102000,,,,,5654.00,,0.88,,Kepler-404 b,,1.270,
1456,14.75116600,0.118000,,,,,5654.00,,0.88,,Kepler-404 c,,1.720,
1457,10.61383900,0.095000,,,,,5818.00,,0.89,,Kepler-405 b,,2.080,
1458,29.72668200,0.188000,,,,,5818.00,,0.89,,Kepler-405 c,,4.660,
1459,2.42629000,,,11.82000,,,5538.00,1.0700,1.07,,Kepler-406 b,6.35000,1.430,5.840
1460,4.62332000,,,24.39000,,,5538.00,1.0700,1.07,,Kepler-406 c,2.71000,0.850,5.840
1461,0.66931000,,,0.29000,,,5476.00,1.0000,1.01,,Kepler-407 b,0.06000,1.070,7.470
1462,3000.00000000,,,,,,5476.00,1.0000,1.01,,Kepler-407 c,4000.00000,,7.470
1463,2.46502000,,,4.42000,,,6104.00,1.0800,1.23,,Kepler-408 b,0.48000,0.820,6.680
1464,68.95840000,,,8.88000,,,5460.00,0.9200,0.89,,Kepler-409 b,2.69000,1.190,6.800
1465,1.85555820,0.031010,0.000000,0.33000,82.510,770.00,5750.00,1.1500,1.29,,Kepler-41 b,177.98000,14.460,4.400
1466,17.83364800,0.122600,0.170000,,87.720,132.00,6273.00,1.2140,1.35,,Kepler-410 A b,,2.838,2.760
1467,3.00516000,0.038000,0.000000,,88.270,,4974.00,0.8300,0.79,,Kepler-411 b,,1.880,
1468,1.72086123,0.029590,0.003800,0.50100,80.890,1056.00,5750.00,1.1670,1.29,,Kepler-412 b,298.43000,14.852,5.100
1469,66.26200000,0.355300,0.118100,3.20000,89.929,,4700.00,0.8200,0.78,,Kepler-413 b,67.00000,4.347,
1470,4.70000000,,,,,,,0.8900,0.95,,Kepler-414 b,3.50000,1.710,
1471,7.17100000,,,,,,,0.8900,0.95,,Kepler-414 c,29.90000,3.010,
1472,4.17600000,,,,,,,0.6700,0.64,,Kepler-415 b,119.90000,1.210,
1473,8.70800000,,,,,,,0.6700,0.64,,Kepler-415 c,,,
1474,6.31900000,,,,,,,1.0000,1.07,,Kepler-416 b,58.20000,2.480,
1475,12.20900000,,,,,,,1.0000,1.07,,Kepler-416 c,,,
1476,12.33100000,,,,,,,0.9000,0.81,,Kepler-417 b,11.00000,2.310,
1477,15.94300000,,,,,,,0.9000,0.81,,Kepler-417 c,,,
1478,86.67856000,,0.200000,,89.952,,5820.00,0.9800,1.09,,Kepler-418 b,349.60000,13.450,7.000
1479,69.75460000,0.370000,0.833000,,88.950,,6430.00,1.3900,1.74,,Kepler-419 b,794.50000,10.800,
1480,675.47000000,1.680000,0.184000,,88.000,,6430.00,1.3900,1.74,,Kepler-419 c,2320.10000,,
1481,1.21376720,0.011600,,,,38.70,3068.00,0.1300,0.17,,Kepler-42 b,,0.780,4.500
1482,0.45328509,0.006000,,,,38.70,3068.00,0.1300,0.17,,Kepler-42 c,,0.730,4.500
1483,1.86516900,0.015400,,,,38.70,3068.00,0.1300,0.17,,Kepler-42 d,,0.570,4.500
1484,86.64766100,0.382000,0.772000,2.10000,89.660,900.00,5520.00,0.9900,1.13,,Kepler-420 b,460.83000,10.540,9.300
1485,704.19840000,1.219000,0.041000,,89.965,320.00,5308.00,0.7940,0.76,,Kepler-421 b,,4.160,4.000
1486,7.89144830,0.082000,,0.38000,,,5972.00,1.1500,1.24,,Kepler-422 b,136.66000,12.890,
1487,2.68432850,0.035850,0.019000,0.45900,87.828,725.00,5560.00,0.8500,0.95,,Kepler-423 b,189.10100,13.361,11.000
1488,3.31186440,0.044000,,1.94000,,,5460.00,1.0100,0.94,,Kepler-424 b,327.35000,9.980,
1489,223.30000000,0.730000,,,,,5460.00,1.0100,0.94,,Kepler-424 c,,,
1490,3.79701816,0.046400,0.330000,0.27000,87.020,650.00,5170.00,0.9300,0.86,,Kepler-425 b,79.45000,10.962,5.000
1491,3.21751883,0.041400,0.180000,0.26000,85.740,880.00,5725.00,0.9100,0.92,,Kepler-426 b,108.06000,12.220,6.000
1492,10.29099400,0.091000,0.570000,0.16000,89.500,1100.00,5800.00,0.9600,1.35,,Kepler-427 b,92.17000,13.790,7.000
1493,3.52563254,0.043300,0.220000,1.02000,89.360,720.00,5150.00,0.8700,0.80,,Kepler-428 b,403.63000,12.110,5.000
1494,3.02409309,0.044400,0.017000,2.49000,84.570,1950.00,6050.00,1.2700,1.38,,Kepler-43 b,994.77000,13.000,2.300
1495,35.96800000,0.224400,,,,,5884.00,1.1660,1.49,,Kepler-430 b,,3.250,
1496,110.97900000,0.475700,,,,,5884.00,1.1660,1.49,,Kepler-430 c,,1.750,
1497,6.80300000,0.071900,,,,,6004.00,1.0710,1.09,,Kepler-431 b,,0.764,
1498,8.70300000,0.084700,,,,,6004.00,1.0710,1.09,,Kepler-431 c,,0.668,
1499,11.92200000,0.104500,,,,,6004.00,1.0710,1.09,,Kepler-431 d,,1.110,
1500,52.50112900,0.301000,0.513400,4.46000,88.170,870.00,4995.00,1.3200,4.06,,Kepler-432 b,1719.46030,12.834,4.200
1501,406.20000000,,0.498000,,,870.00,4995.00,1.3200,4.06,,Kepler-432 c,,,4.200
1502,5.33408384,0.067900,0.119000,1.13000,89.210,1870.00,6360.00,1.4600,2.26,,Kepler-433 b,896.24000,16.250,2.670
1503,12.87470990,0.114300,0.131000,2.40000,86.460,1240.00,5977.00,1.1980,1.38,,Kepler-434 b,908.96000,12.670,4.000
1504,8.60015360,0.094800,0.114000,0.13100,85.510,2070.00,6161.00,1.5380,3.21,,Kepler-435 b,266.97000,22.310,2.250
1505,64.00205000,0.339000,0.190000,,89.930,618.00,4651.00,0.7290,0.70,,Kepler-436 b,,2.730,3.000
1506,66.65062000,0.288000,0.020000,,89.900,417.00,4551.00,0.7070,0.68,,Kepler-437 b,,2.140,2.900
1507,35.23319000,0.166000,0.030000,,89.860,145.00,3748.00,0.5440,0.52,,Kepler-438 b,,1.120,4.400
1508,178.13960000,0.563000,0.030000,,89.950,693.00,5431.00,0.8840,0.87,,Kepler-439 b,,2.240,7.200
1509,3.24672930,0.044600,0.066000,0.93000,84.960,2250.00,5800.00,1.1200,1.35,,Kepler-44 b,317.82000,12.220,5.800
1510,101.11141000,0.242000,0.340000,,89.930,261.00,4134.00,0.5750,0.56,,Kepler-440 b,,1.860,1.300
1511,207.24820000,0.640000,0.100000,,89.970,284.00,4340.00,0.5720,0.55,,Kepler-441 b,,1.640,1.900
1512,112.30530000,0.409000,0.040000,,89.940,342.00,4402.00,0.6090,0.60,,Kepler-442 b,,1.340,2.900
1513,177.66930000,0.495000,0.110000,,89.940,779.00,4723.00,0.7380,0.71,,Kepler-443 b,,2.330,3.200
1514,3.60010530,0.041780,0.160000,,88.000,35.70,5046.00,0.7580,0.75,,Kepler-444 b,,0.403,11.230
1515,4.54588410,0.048810,0.310000,,88.200,35.70,5046.00,0.7580,0.75,,Kepler-444 c,,0.497,11.230
1516,6.18939200,0.060000,0.180000,,88.160,35.70,5046.00,0.7580,0.75,,Kepler-444 d,,0.530,11.230
1517,7.74349300,0.069600,0.100000,,89.130,35.70,5046.00,0.7580,0.75,,Kepler-444 e,,0.546,11.230
1518,9.74048600,0.081100,0.290000,,87.960,35.70,5046.00,0.7580,0.75,,Kepler-444 f,,0.741,11.230
1519,2.98415100,,0.000000,,89.740,90.00,3157.00,0.1800,0.21,,Kepler-445 b,,1.580,
1520,4.87122900,,0.000000,,89.910,90.00,3157.00,0.1800,0.21,,Kepler-445 c,,2.510,
1521,8.15275000,,0.000000,,89.610,90.00,3157.00,0.1800,0.21,,Kepler-445 d,,1.250,
1522,1.56540900,,0.000000,,87.420,120.00,3359.00,0.2200,0.24,,Kepler-446 b,,1.500,
1523,3.03617900,,0.000000,,88.970,120.00,3359.00,0.2200,0.24,,Kepler-446 c,,1.110,
1524,5.14892100,,0.000000,,88.720,120.00,3359.00,0.2200,0.24,,Kepler-446 d,,1.350,
1525,7.79430132,0.076900,0.123000,0.40000,86.550,,5493.00,1.0000,1.05,,Kepler-447 b,435.41000,18.490,
1526,12.58242000,,0.030000,,,,,0.9690,1.47,,Kepler-449 b,,2.056,
1527,33.67270000,,0.050000,,,,,0.9690,1.47,,Kepler-449 c,,2.764,
1528,2.45523900,0.030000,0.110000,0.80000,87.000,333.00,3820.00,0.5900,0.55,,Kepler-45 b,160.49700,10.760,0.500
1529,28.45485100,,0.020000,,,,,1.3460,1.57,,Kepler-450 b,,6.140,
1530,15.41313500,,0.020000,,,,,1.3460,1.57,,Kepler-450 c,,2.620,
1531,7.51464000,,0.140000,,,,,1.3460,1.57,,Kepler-450 d,,0.837,
1532,33.60134000,0.196800,0.010000,14.00000,89.038,855.00,5309.00,0.9020,0.79,,Kepler-46 b,1907.00000,9.057,9.700
1533,57.01100000,0.279900,0.014600,,87.400,855.00,5309.00,0.9020,0.79,,Kepler-46 c,119.49900,,9.700
1534,6.76658900,0.067000,,,,855.00,5309.00,0.9020,0.79,,Kepler-46 d,,1.640,9.700
1535,49.53200000,0.296200,0.035000,,89.700,1500.00,5636.00,1.0490,0.96,,Kepler-47 b,636.00000,3.030,
1536,303.13700000,0.991000,0.411000,,89.825,1500.00,5636.00,1.0490,0.96,,Kepler-47 c,8899.00000,4.620,
1537,4.77798030,,,,,,5194.00,0.8800,0.89,,Kepler-48 b,1887.83000,2.140,3.140
1538,9.67392830,,,,,,5194.00,0.8800,0.89,,Kepler-48 c,3689.85000,3.140,3.140
1539,42.89610000,,,5.08000,,,5194.00,0.8800,0.89,,Kepler-48 d,7.93000,2.040,3.140
1540,982.00000000,,,,,,5194.00,0.8800,0.89,,Kepler-48 e,657.00000,,3.140
1541,7.20379450,,,,,,4252.00,0.5500,0.56,,Kepler-49 b,311.46000,2.720,
1542,10.91293430,,,,,,4252.00,0.5500,0.56,,Kepler-49 c,228.83000,2.550,
1543,2.57654900,0.031000,,,,,4252.00,0.5500,0.56,,Kepler-49 d,,1.600,
1544,18.59610800,0.116000,,,,,4252.00,0.5500,0.56,,Kepler-49 e,,1.560,
1545,3.54846000,0.050640,0.024000,0.89400,86.300,,6297.00,1.3740,1.79,,Kepler-5 b,671.86400,16.040,3.000
1546,7.81254000,0.077000,,,,,6058.00,1.2300,1.88,,Kepler-50 b,,1.710,
1547,9.37647000,0.087000,,,,,6058.00,1.2300,1.88,,Kepler-50 c,,2.170,
1548,45.15400000,0.251400,0.040000,0.03000,,,6018.00,1.0400,0.94,,Kepler-51 b,2.10000,7.100,0.300
1549,85.31200000,0.384000,0.014000,0.03000,,,6018.00,1.0400,0.94,,Kepler-51 c,4.00000,9.000,0.300
1550,7.87735650,,,,,,4263.00,0.5400,0.56,,Kepler-52 b,2765.00000,2.100,
1551,16.38500210,,,,,,4263.00,0.5400,0.56,,Kepler-52 c,3308.41000,1.840,
1552,36.44517100,0.182000,,,,,4263.00,0.5400,0.56,,Kepler-52 d,,1.950,
1553,18.64895250,,,,,,6085.00,0.9800,0.96,,Kepler-53 b,5851.00000,2.890,
1554,38.55830380,,,,,,6085.00,0.9800,0.96,,Kepler-53 c,,3.170,
1555,9.75196200,0.091000,,,,,6085.00,0.9800,0.96,,Kepler-53 d,,2.120,
1556,8.01094340,,,,,,4252.00,0.5100,0.55,,Kepler-54 b,292.39000,2.100,
1557,12.07172490,,,,,,4252.00,0.5100,0.55,,Kepler-54 c,117.59000,1.230,
1558,20.99569400,0.126000,,,,,4252.00,0.5100,0.55,,Kepler-54 d,,1.530,
1559,27.94814490,,,,,,4503.00,0.6200,0.62,,Kepler-55 b,473.55000,2.430,
1560,42.15164180,,,,,,4503.00,0.6200,0.62,,Kepler-55 c,352.78000,2.210,
1561,2.21109900,0.029000,,,,,4503.00,0.6200,0.62,,Kepler-55 d,,1.590,
1562,4.61753400,0.048000,,,,,4503.00,0.6200,0.62,,Kepler-55 e,,1.550,
1563,10.19854500,0.081000,,,,,4503.00,0.6200,0.62,,Kepler-55 f,,1.590,
1564,10.50160000,0.102800,,0.44200,,,4840.00,1.3200,4.23,,Kepler-56 b,22.10000,6.510,3.500
1565,21.40239000,0.165200,,1.06000,,,4840.00,1.3200,4.23,,Kepler-56 c,181.00000,9.800,3.500
1566,5.72931960,,,,,,5145.00,0.8300,0.73,,Kepler-57 b,5994.02000,2.190,
1567,11.60925670,,,,,,5145.00,0.8300,0.73,,Kepler-57 c,2208.83000,1.550,
1568,10.21849540,,,,,,6099.00,0.9500,1.13,,Kepler-58 b,441.77000,2.780,
1569,15.57415680,,,,,,6099.00,0.9500,1.13,,Kepler-58 c,696.02000,2.860,
1570,40.10137100,0.236000,,,,,6099.00,0.9500,1.13,,Kepler-58 d,,2.940,
1571,11.86817070,,,,,,6074.00,1.0400,0.94,,Kepler-59 b,651.52000,1.100,
1572,17.98012350,,,,,,6074.00,1.0400,0.94,,Kepler-59 c,435.41000,1.980,
1573,3.23472300,0.045670,0.000000,0.35200,86.800,,5647.00,1.2090,1.39,,Kepler-6 b,212.61900,14.830,3.800
1574,7.13161850,,,,,,5915.00,1.1100,1.50,,Kepler-60 b,79.45000,2.280,
1575,8.91934590,,,,,,5915.00,1.1100,1.50,,Kepler-60 c,177.98000,2.470,
1576,11.90161710,,,,,,5915.00,1.1100,1.50,,Kepler-60 d,216.12000,2.550,
1577,59.87756000,,0.250000,,89.800,,4017.00,0.6350,0.62,,Kepler-61 b,,2.150,1.000
1578,5.71493200,0.055300,,,89.200,368.00,4925.00,0.6900,0.64,,Kepler-62 b,9.00000,1.310,7.000
1579,12.44170000,0.092900,,,89.700,368.00,4925.00,0.6900,0.64,,Kepler-62 c,4.00000,0.540,7.000
1580,18.16406000,0.120000,,,89.700,368.00,4925.00,0.6900,0.64,,Kepler-62 d,14.00000,1.950,7.000
1581,122.38740000,0.427000,,,89.980,368.00,4925.00,0.6900,0.64,,Kepler-62 e,36.00000,1.610,7.000
1582,267.29100000,0.718000,,,89.900,368.00,4925.00,0.6900,0.64,,Kepler-62 f,35.00000,1.410,7.000
1583,9.43415050,0.080000,0.450000,3.00000,87.806,200.00,5576.00,0.9840,0.90,,Kepler-63 b,120.00000,6.110,0.210
1584,2.15491000,0.035000,,,,,6211.00,1.2500,1.41,,Kepler-65 b,,1.420,2.900
